#id	check	kind	owner	path	line	detail
2b259a40275f	portability(all)	java.lang.Class#forName	sge.utils.reflect.ClassReflection#forName	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	28	Call — runtime class lookup by name is JVM-only
aae5948a8e17	portability(all)	java.lang.Class#getConstructor	sge.utils.reflect.ClassReflection#getConstructor	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	122	Call — reflective member access is JVM-only
01cabea7b30c	portability(all)	java.lang.Class#getDeclaredConstructor	sge.utils.reflect.ClassReflection#getDeclaredConstructor	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	135	Call — reflective member access is JVM-only
580f8e2946fc	portability(all)	java.lang.Class#getDeclaredField	sge.utils.reflect.ClassReflection#getDeclaredField	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	226	Call — reflective member access is JVM-only
e9ae09a39f07	portability(all)	java.lang.Class#getDeclaredFields	fields	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	215	Call — reflective member access is JVM-only
b7c6890534e5	portability(all)	java.lang.Class#getDeclaredMethod	sge.utils.reflect.ClassReflection#getDeclaredMethod	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	184	Call — reflective member access is JVM-only
aba966d50746	portability(all)	java.lang.Class#getDeclaredMethods	methods	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	172	Call — reflective member access is JVM-only
8b47b83c5f87	portability(all)	java.lang.Class#getField	sge.utils.reflect.ClassReflection#getField	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	205	Call — reflective member access is JVM-only
cccd49a03eed	portability(all)	java.lang.Class#getFields	fields	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	194	Call — reflective member access is JVM-only
5e9140fac0a2	portability(all)	java.lang.Class#getMethod	sge.utils.reflect.ClassReflection#getMethod	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	162	Call — reflective member access is JVM-only
382dea975c3e	portability(all)	java.lang.Class#getMethods	methods	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	150	Call — reflective member access is JVM-only
dfd96b5fd682	portability(all)	java.lang.Class#newInstance	sge.utils.reflect.ClassReflection#newInstance	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	93	Call — reflective instantiation is JVM-only
6db75723c029	portability(all)	java.lang.Thread	sge.net.NetJavaImpl$87#newThread	../../../../libgdx/gdx/src/com/badlogic/gdx/net/NetJavaImpl.java	143	MemberType — threads do not exist on Scala.js
1a5d68fd4468	portability(all)	java.lang.Thread	sge.utils.PauseableThread	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/PauseableThread.java	23	Extends — threads do not exist on Scala.js
11293a1e99b0	portability(all)	java.lang.Thread	sge.utils.async.AsyncExecutor$156#newThread	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/async/AsyncExecutor.java	46	MemberType — threads do not exist on Scala.js
d25e719f1f96	portability(all)	java.lang.Thread	sge.utils.async.ThreadUtils#yield	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/async/ThreadUtils.java	23	TermRef — threads do not exist on Scala.js
228b5c0e2703	portability(all)	java.lang.Thread	stack	../../../../libgdx/gdx/src/com/badlogic/gdx/graphics/profiling/GLErrorListener.java	41	TermRef — threads do not exist on Scala.js
484515d9ecd2	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/input/RemoteInput.java	230	Instantiate — threads do not exist on Scala.js
dc960c53b7dd	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/input/RemoteInput.java	230	MemberType — threads do not exist on Scala.js
42aaf245bc24	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/net/NetJavaImpl.java	144	Instantiate — threads do not exist on Scala.js
416a112ec05c	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/net/NetJavaImpl.java	144	MemberType — threads do not exist on Scala.js
70fa0ffc9242	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/Timer.java	282	Instantiate — threads do not exist on Scala.js
d2c637b26bfe	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/Timer.java	282	MemberType — threads do not exist on Scala.js
87db70dfe54a	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/async/AsyncExecutor.java	47	Instantiate — threads do not exist on Scala.js
dbf9d9844427	portability(all)	java.lang.Thread	thread	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/async/AsyncExecutor.java	47	MemberType — threads do not exist on Scala.js
bebe0ec31d20	portability(all)	java.lang.reflect.Array	sge.utils.reflect.ArrayReflection#get	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ArrayReflection.java	35	TermRef — runtime reflection does not exist on Scala.js / Native
19bd51856dd8	portability(all)	java.lang.reflect.Array	sge.utils.reflect.ArrayReflection#getLength	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ArrayReflection.java	30	TermRef — runtime reflection does not exist on Scala.js / Native
2e2a7a4a5095	portability(all)	java.lang.reflect.Array	sge.utils.reflect.ArrayReflection#newInstance	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ArrayReflection.java	25	TermRef — runtime reflection does not exist on Scala.js / Native
be0dd788c364	portability(all)	java.lang.reflect.Array	sge.utils.reflect.ArrayReflection#set	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ArrayReflection.java	40	TermRef — runtime reflection does not exist on Scala.js / Native
999127392b53	portability(all)	java.lang.reflect.Constructor	@46388#<init>(java.lang.reflect.Constructor)#constructor	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Constructor.java	27	Tycon — runtime reflection does not exist on Scala.js / Native
b6f8e11792b2	portability(all)	java.lang.reflect.Constructor	constructors	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	110	Tycon — runtime reflection does not exist on Scala.js / Native
850c625d6df0	portability(all)	java.lang.reflect.Constructor	sge.utils.reflect.ClassReflection#getConstructor	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	122	Tycon — runtime reflection does not exist on Scala.js / Native
95edc22fcad3	portability(all)	java.lang.reflect.Constructor	sge.utils.reflect.ClassReflection#getConstructors	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	113	Tycon — runtime reflection does not exist on Scala.js / Native
81f47c26bf00	portability(all)	java.lang.reflect.Constructor	sge.utils.reflect.ClassReflection#getDeclaredConstructor	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	135	Tycon — runtime reflection does not exist on Scala.js / Native
f985cf8c8259	portability(all)	java.lang.reflect.Constructor	sge.utils.reflect.Constructor#<init>	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Constructor.java	28	Tycon — runtime reflection does not exist on Scala.js / Native
145ad13b8b26	portability(all)	java.lang.reflect.Constructor	sge.utils.reflect.Constructor#constructor	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Constructor.java	25	Tycon — runtime reflection does not exist on Scala.js / Native
e3d7cd5a2d95	portability(all)	java.lang.reflect.Field	@45923#<init>(java.lang.reflect.Field)#field	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	30	MemberType — runtime reflection does not exist on Scala.js / Native
3202710059aa	portability(all)	java.lang.reflect.Field	fields	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	194	TypeArg — runtime reflection does not exist on Scala.js / Native
3202710059aa/2	portability(all)	java.lang.reflect.Field	fields	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	215	TypeArg — runtime reflection does not exist on Scala.js / Native
82b2cb624b3e	portability(all)	java.lang.reflect.Field	sge.utils.reflect.Field#field	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	28	MemberType — runtime reflection does not exist on Scala.js / Native
ce00fb688d43	portability(all)	java.lang.reflect.GenericArrayType	componentType	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	115	TypeRefPos — runtime reflection does not exist on Scala.js / Native
71b98b6f8071	portability(all)	java.lang.reflect.GenericArrayType	sge.utils.reflect.Field#getElementType	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	114	TypeRefPos — runtime reflection does not exist on Scala.js / Native
33321c18e489	portability(all)	java.lang.reflect.InvocationTargetException	e	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Constructor.java	61	MemberType — runtime reflection does not exist on Scala.js / Native
7a362f0cf39f	portability(all)	java.lang.reflect.InvocationTargetException	e	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Method.java	113	MemberType — runtime reflection does not exist on Scala.js / Native
77c3428fe94d	portability(all)	java.lang.reflect.Method	@52081#<init>(java.lang.reflect.Method)#method	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Method.java	28	MemberType — runtime reflection does not exist on Scala.js / Native
2c59dc7cd6a7	portability(all)	java.lang.reflect.Method	methods	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	150	TypeArg — runtime reflection does not exist on Scala.js / Native
2c59dc7cd6a7/2	portability(all)	java.lang.reflect.Method	methods	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	172	TypeArg — runtime reflection does not exist on Scala.js / Native
c7e6c7e309dc	portability(all)	java.lang.reflect.Method	sge.utils.reflect.Method#method	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Method.java	26	MemberType — runtime reflection does not exist on Scala.js / Native
fbef5268be36	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.ClassReflection#isAbstract	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	87	TermRef — runtime reflection does not exist on Scala.js / Native
386570011685	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.ClassReflection#isStaticClass	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/ClassReflection.java	57	TermRef — runtime reflection does not exist on Scala.js / Native
4d55ff970790	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.Field#isFinal	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	64	TermRef — runtime reflection does not exist on Scala.js / Native
e0ec5674f67f	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.Field#isPrivate	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	69	TermRef — runtime reflection does not exist on Scala.js / Native
ad110ae78955	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.Field#isProtected	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	74	TermRef — runtime reflection does not exist on Scala.js / Native
2c9d70ea4797	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.Field#isPublic	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	79	TermRef — runtime reflection does not exist on Scala.js / Native
61e139617c7f	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.Field#isStatic	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	84	TermRef — runtime reflection does not exist on Scala.js / Native
3827f02f99ba	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.Field#isTransient	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	89	TermRef — runtime reflection does not exist on Scala.js / Native
6724c82ff2eb	portability(all)	java.lang.reflect.Modifier	sge.utils.reflect.Field#isVolatile	../../../../libgdx/gdx/src/com/badlogic/gdx/utils/reflect/Field.java	94	TermRef — runtime reflection does not exist on Scala.js / Native
