#id	check	kind	owner	path	line	detail
bcea9dc9551b	api-parity(accessor)	accessor	Connection#getA	/Connection	0	def getA/0 in emitted port only
683af637114a	api-parity(accessor)	accessor	Connection#getB	/Connection	0	def getB/0 in emitted port only
384ec6ea6767	api-parity(accessor)	accessor	Connection#getWeight	/Connection	0	def getWeight/0 in emitted port only
97d24320dad2	api-parity(accessor)	accessor	Connection#getWeightFunction	/Connection	0	def getWeightFunction/0 in emitted port only
3feedc086b47	api-parity(accessor)	accessor	Edge#getA	/Edge	0	def getA/0 in emitted port only
8e63b082ccc4	api-parity(accessor)	accessor	Edge#getB	/Edge	0	def getB/0 in emitted port only
d7de914f9c9d	api-parity(accessor)	accessor	Edge#getWeight	/Edge	0	def getWeight/0 in emitted port only
25ed433e2cd2	api-parity(accessor)	accessor	Graph#getDefaultEdgeWeightFunction	/Graph	0	def getDefaultEdgeWeightFunction/0 in emitted port only
c9b1c5368b91	api-parity(accessor)	accessor	Graph#getEdgeCount	/Graph	0	def getEdgeCount/0 in emitted port only
4885741ddf42	api-parity(accessor)	accessor	Graph#getEdges	/Graph	0	def getEdges/0 in emitted port only
2facccfe8657	api-parity(accessor)	accessor	Graph#getVertices	/Graph	0	def getVertices/0 in emitted port only
f5c85eccbe1a	api-parity(accessor)	accessor	Node#connection	/Node	0	var connection/0 in reference port only
8a6552c33603	api-parity(accessor)	accessor	Node#distance	/Node	0	var distance/0 in reference port only
799a739f2dab	api-parity(accessor)	accessor	Node#estimate	/Node	0	var estimate/0 in reference port only
ee7d6eda4821	api-parity(accessor)	accessor	Node#getConnection	/Node	0	def getConnection/0 in emitted port only
9c2e6fe87f44	api-parity(accessor)	accessor	Node#getConnections	/Node	0	def getConnections/0 in emitted port only
51d94659d63f	api-parity(accessor)	accessor	Node#getDistance	/Node	0	def getDistance/0 in emitted port only
f30f5c133862	api-parity(accessor)	accessor	Node#getEstimate	/Node	0	def getEstimate/0 in emitted port only
b686375859f4	api-parity(accessor)	accessor	Node#getInDegree	/Node	0	def getInDegree/0 in emitted port only
